data,et,lon,optical_depth,radius,rev,star_name
707.0,171475617.39038888,11.812303977229043,1.2374823220432485,204336.64876901236,9,alpleo
664.0,171475617.59038764,11.811519947818908,1.2538676143579257,204332.65363930914,9,alpleo
659.0,171475617.79038632,11.81073588158833,1.2490940447156773,204328.65854695876,9,alpleo
703.0,171475617.99038506,11.809951787236411,1.2372584236666386,204324.66348278327,9,alpleo
670.0,171475618.1903838,11.80916766424444,1.2563188918618462,204320.6684472661,9,alpleo
673.0,171475618.39038253,11.80838350446336,1.2438653405616713,204316.67344785645,9,alpleo
638.0,171475618.59038123,11.807599321680406,1.2637468213406304,204312.6784718033,9,alpleo
668.0,171475618.79038,11.8068151027161,1.2512540672840375,204308.68353155977,9,alpleo
685.0,171475618.99037868,11.806030854126778,1.2455417312079187,204304.68862156867,9,alpleo
725.0,171475619.1903774,11.8052465782986,1.2303986224055827,204300.69373799302,9,alpleo
701.0,171475619.39037618,11.804462265203457,1.245143666356506,204296.6988922271,9,alpleo
684.0,171475619.5903749,11.803677928816432,1.249961785671351,204292.70406966645,9,alpleo
678.0,171475619.7903736,11.802893557113933,1.2528836306218931,204288.709281753,9,alpleo
681.0,171475619.99037236,11.802109154234643,1.2486373913292415,204284.71452519138,9,alpleo
690.0,171475620.19037107,11.80132472560856,1.24334728630756,204280.71979476244,9,alpleo
645.0,171475620.3903698,11.800540259131877,1.2617991488974292,204276.7251017885,9,alpleo
640.0,171475620.5903685,11.799755768863054,1.2658864450075642,204272.73043232813,9,alpleo
645.0,171475620.79036725,11.798971244514233,1.2581588250325269,204268.73579746642,9,alpleo
665.0,171475620.99036595,11.79818668755447,1.250309514444064,204264.74119489605,9,alpleo
700.0,171475621.19036466,11.797402105744936,1.2399911589598789,204260.74661667002,9,alpleo
679.0,171475621.3903634,11.796617486008829,1.2458961965640476,204256.75207660146,9,alpleo
695.0,171475621.59036213,11.795832841774827,1.2395749008454577,204252.75756083906,9,alpleo
682.0,171475621.7903609,11.795048164675022,1.2426230076014417,204248.7630787508,9,alpleo
702.0,171475621.99035954,11.794263453634628,1.2393288437417567,204244.76862966508,9,alpleo
667.0,171475622.19035828,11.793478718600822,1.2446351208642046,204240.77420445348,9,alpleo
693.0,171475622.39035702,11.792693945716847,1.2414046935636152,204236.77981735018,9,alpleo
708.0,171475622.59035578,11.79190914746625,1.2346990577065895,204232.78545604635,9,alpleo
716.0,171475622.79035443,11.791124317362183,1.2364711220404045,204228.79112569627,9,alpleo
721.0,171475622.99035323,11.79033945245631,1.2393689554270113,204224.7968306843,9,alpleo
634.0,171475623.19035193,11.789554564071357,1.2618710821239991,204220.80255886167,9,alpleo
638.0,171475623.3903507,11.788769638104002,1.2617571952293318,204216.80832454257,9,alpleo
693.0,171475623.59034935,11.787984685413768,1.2439605813490378,204212.81411656778,9,alpleo
749.0,171475623.7903481,11.787199702481551,1.2237408971403214,204208.819939107,9,alpleo
633.0,171475623.99034682,11.786414683722343,1.2622985099302142,204204.82579772372,9,alpleo
650.0,171475624.1903456,11.785629641820684,1.2555586533331924,204200.83167946807,9,alpleo
692.0,171475624.39034426,11.784844562813923,1.245260991228273,204196.8375976475,9,alpleo
682.0,171475624.59034303,11.784059455695218,1.251611410710165,204192.84354408213,9,alpleo
704.0,171475624.79034173,11.783274319909872,1.2333406920229077,204188.84951963797,9,alpleo
673.0,171475624.99034047,11.782489147343377,1.2468764740446825,204184.85553161078,9,alpleo
675.0,171475625.19033918,11.781703951673514,1.2468536929215528,204180.86156666436,9,alpleo
649.0,171475625.39033788,11.780918719786195,1.2629511367799167,204176.8676378931,9,alpleo
666.0,171475625.59033662,11.780133458119938,1.251864188978999,204172.87373864974,9,alpleo
682.0,171475625.79033536,11.779348169374725,1.2453557316848525,204168.8798671862,9,alpleo
683.0,171475625.99033406,11.778562842920158,1.2487703493147544,204164.8860315969,9,alpleo
706.0,171475626.1903328,11.777777493539507,1.2401081612305185,204160.892221273,9,alpleo
665.0,171475626.39033154,11.776992108607026,1.2539450321503773,204156.89844495538,9,alpleo
654.0,171475626.59033024,11.776206692444429,1.2573778593559068,204152.9046998158,9,alpleo
693.0,171475626.79032895,11.775421250590433,1.24528325939746,204148.91098158163,9,alpleo
706.0,171475626.99032766,11.77463577054115,1.2354743058068915,204144.91729941432,9,alpleo
689.0,171475627.19032642,11.773850267099109,1.2495556491824968,204140.92364295226,9,alpleo
738.0,171475627.39032516,11.77306472904861,1.2300654898475778,204136.93001897226,9,alpleo
717.0,171475627.5903239,11.772279158651992,1.2354636753801875,204132.93642876472,9,alpleo
721.0,171475627.79032263,11.77149356333137,1.2342580281405597,204128.94286296068,9,alpleo
665.0,171475627.9903213,11.770707929919071,1.250373787419465,204124.9493348849,9,alpleo
679.0,171475628.19032004,11.769922272229492,1.2453893004699883,204120.955832361,9,alpleo
702.0,171475628.39031878,11.769136581088713,1.2408650044209744,204116.9623611146,9,alpleo
647.0,171475628.59031752,11.768350856478193,1.253733767864622,204112.96892543495,9,alpleo
647.0,171475628.79031622,11.767565107517383,1.2546284918276251,204108.9755121991,9,alpleo
673.0,171475628.99031496,11.766779320834685,1.252034196292601,204104.98213817633,9,alpleo
695.0,171475629.1903137,11.765993508674994,1.239404623928753,204100.98878948268,9,alpleo
704.0,171475629.39031243,11.765207664369084,1.235632882772656,204096.99547084398,9,alpleo
686.0,171475629.59031114,11.76442178562914,1.243886520872723,204093.00218961533,9,alpleo
726.0,171475629.79030988,11.763635882917345,1.2406089099686517,204089.00892940574,9,alpleo
657.0,171475629.99030858,11.762849942998342,1.255941932331194,204085.01570909962,9,alpleo
686.0,171475630.19030732,11.762063976281038,1.238921492338392,204081.02251481544,9,alpleo
698.0,171475630.39030606,11.761277978842138,1.2444012118179106,204077.02934920246,9,alpleo
685.0,171475630.59030476,11.760491946036536,1.2466373810944607,204073.03622224173,9,alpleo
640.0,171475630.79030347,11.759705889450835,1.2605581704078561,204069.0431154555,9,alpleo
673.0,171475630.9903022,11.758919796221512,1.2523590797361468,204065.05004798024,9,alpleo
713.0,171475631.1903009,11.758133674779463,1.2411080718916314,204061.05700828065,9,alpleo
721.0,171475631.39029968,11.757347524229758,1.2354377154346865,204057.06399606046,9,alpleo
663.0,171475631.59029835,11.75656133745333,1.247947211864496,204053.0710233421,9,alpleo
705.0,171475631.79029712,11.755775126826984,1.2357006186695012,204049.07807015415,9,alpleo
658.0,171475631.99029583,11.754988880391293,1.2552767127638584,204045.08515576302,9,alpleo
681.0,171475632.19029456,11.754202604045831,1.247642991803275,204041.09227029455,9,alpleo
686.0,171475632.39029327,11.753416300341625,1.2463265641960841,204037.09941173534,9,alpleo
635.0,171475632.590292,11.752629959617261,1.2634615811000858,204033.1065928675,9,alpleo
693.0,171475632.7902907,11.751843594761926,1.2403337632718374,204029.11379334368,9,alpleo
704.0,171475632.99028945,11.751057195156696,1.2378742766763795,204025.12103246083,9,alpleo
711.0,171475633.19028816,11.750270764173932,1.238977412073282,204021.12830210463,9,alpleo
672.0,171475633.39028695,11.749484306996766,1.2471400155642096,204017.1355965913,9,alpleo
687.0,171475633.59028563,11.748697812261897,1.2456710000103297,204013.1429307487,9,alpleo
672.0,171475633.79028437,11.747911293319444,1.2485999457529164,204009.15028663183,9,alpleo
697.0,171475633.9902831,11.747124740371437,1.2417556430374257,204005.15767863244,9,alpleo
675.0,171475634.1902818,11.746338154663581,1.2439700544564836,204001.16510243714,9,alpleo
681.0,171475634.39028051,11.74555154406208,1.2448377456943052,203997.17255123667,9,alpleo
662.0,171475634.59027928,11.74476489540523,1.255079388853773,203993.1800383601,9,alpleo
708.0,171475634.790278,11.74397822203281,1.2358808911872863,203989.18754893338,9,alpleo
690.0,171475634.99027672,11.743191515768112,1.2437075388684773,203985.19509420413,9,alpleo
660.0,171475635.19027543,11.742404775310156,1.2492914096461931,203981.2026715373,9,alpleo
699.0,171475635.39027414,11.74161801116083,1.2411510448981904,203977.2102750439,9,alpleo
690.0,171475635.59027287,11.740831208717566,1.2412692948007942,203973.21791531253,9,alpleo
704.0,171475635.79027158,11.740044380826673,1.239051915534587,203969.22558115012,9,alpleo
658.0,171475635.99027032,11.739257521274691,1.2506939027052875,203965.23328009513,9,alpleo
669.0,171475636.19026905,11.738470626321137,1.2525635431251927,203961.24101174154,9,alpleo
697.0,171475636.39026782,11.73768370821409,1.2437327806053426,203957.24876889627,9,alpleo
659.0,171475636.59026653,11.736896752031399,1.2618090632283987,203953.25656203929,9,alpleo
730.0,171475636.79026526,11.736109769539276,1.2287535717797968,203949.26438374535,9,alpleo
619.0,171475636.99026394,11.735322756429102,1.2734046766285854,203945.27223524486,9,alpleo
711.0,171475637.1902627,11.734535707125934,1.2397316512429508,203941.2801214381,9,alpleo
704.0,171475637.3902614,11.7337486350878,1.2322408572981722,203937.28803339772,9,alpleo
676.0,171475637.59026015,11.732961525332877,1.2524685258332802,203933.29597975378,9,alpleo
670.0,171475637.79025885,11.732174387824125,1.2447072063347748,203929.30395624557,9,alpleo
697.0,171475637.99025762,11.731387221183263,1.2437754223024753,203925.31196069447,9,alpleo
658.0,171475638.19025633,11.730600017686156,1.2567726069255654,203921.32000171655,9,alpleo
640.0,171475638.39025506,11.729812791405825,1.270621172102669,203917.3280679254,9,alpleo
669.0,171475638.59025374,11.729025528089943,1.2534096595404092,203913.33616725926,9,alpleo
664.0,171475638.7902525,11.728238235548496,1.2538104150837712,203909.3442990447,9,alpleo
669.0,171475638.9902512,11.727450915560972,1.2519684483940219,203905.35245784876,9,alpleo
675.0,171475639.19024995,11.726663557713799,1.2489823957822765,203901.36065240015,9,alpleo
704.0,171475639.3902487,11.725876177092328,1.2367374607412425,203897.36887337946,9,alpleo
668.0,171475639.5902474,11.72508876024614,1.2544548647753029,203893.3771260793,9,alpleo
694.0,171475639.7902461,11.724301312803437,1.2413729840610557,203889.38541336334,9,alpleo
693.0,171475639.99024484,11.723513838982047,1.242476376789904,203885.39372505114,9,alpleo
664.0,171475640.19024354,11.722726327098638,1.2519152877038704,203881.40207421436,9,alpleo
689.0,171475640.39024228,11.721938791908988,1.248421686009487,203877.4104498363,9,alpleo
644.0,171475640.59024104,11.721151221528169,1.257520688902383,203873.4188561354,9,alpleo
687.0,171475640.79023972,11.720363619077768,1.242571334725936,203869.4272978725,9,alpleo
730.0,171475640.9902385,11.719575991430638,1.2326455019779743,203865.43576350593,9,alpleo
706.0,171475641.19023716,11.718788325673017,1.2378978422894653,203861.44426759306,9,alpleo
689.0,171475641.3902359,11.718000635572643,1.2464677209864345,203857.45279714558,9,alpleo
726.0,171475641.5902346,11.717212911749396,1.2310901619458114,203853.46135776557,9,alpleo
670.0,171475641.79023337,11.716425154501248,1.2488381787481666,203849.4699545134,9,alpleo
699.0,171475641.99023208,11.715637372907086,1.240936838081692,203845.47857449914,9,alpleo
688.0,171475642.19023085,11.714849553147094,1.2484450773837,203841.4872323519,9,alpleo
675.0,171475642.39022955,11.714061707927716,1.2485525526283283,203837.49591580444,9,alpleo
652.0,171475642.59022826,11.713273830756277,1.2576298099949303,203833.50463147755,9,alpleo
624.0,171475642.790227,11.712485918748834,1.2660985844080879,203829.5133829242,9,alpleo
671.0,171475642.99022573,11.711697982730435,1.2482669794341532,203825.52215586678,9,alpleo
696.0,171475643.19022444,11.710910009300017,1.239539355825218,203821.53096865633,9,alpleo
651.0,171475643.39022318,11.710122009015564,1.258552588862687,203817.53980730686,9,alpleo
609.0,171475643.5902219,11.709333978191458,1.270713237343905,203813.5486767454,9,alpleo
648.0,171475643.79022062,11.708545911436467,1.258014169994687,203809.55758244346,9,alpleo
707.0,171475643.99021935,11.707757821201177,1.241255083055333,203805.56651041567,9,alpleo
680.0,171475644.19021806,11.706969694063202,1.2519589293574236,203801.5754774439,9,alpleo
653.0,171475644.3902168,11.70618153835131,1.257229418974206,203797.58447048324,9,alpleo
720.0,171475644.5902155,11.705393353970463,1.2329711090572706,203793.59349442757,9,alpleo
716.0,171475644.79021427,11.704605132693853,1.2304685643319644,203789.60255501323,9,alpleo
678.0,171475644.99021298,11.703816887903185,1.2466574023893542,203785.61163732386,9,alpleo
670.0,171475645.1902117,11.703028607081627,1.2474405240230213,203781.62075840138,9,alpleo
635.0,171475645.3902104,11.702240295937708,1.258017471801272,203777.62990643174,9,alpleo
675.0,171475645.59020916,11.701451957954841,1.2516278938797087,203773.63908510757,9,alpleo
701.0,171475645.79020786,11.700663582064706,1.2413722764379098,203769.64829960754,9,alpleo
680.0,171475645.9902066,11.699875182656946,1.2469209774410315,203765.65753696766,9,alpleo
664.0,171475646.19020534,11.699086748077534,1.2570497769091127,203761.66681194716,9,alpleo
692.0,171475646.39020407,11.698298281680252,1.244363759303284,203757.67611541998,9,alpleo
695.0,171475646.59020278,11.69750978967248,1.24468596228396,203753.685447681,9,alpleo
660.0,171475646.79020154,11.69672125939496,1.2572265964990423,203749.69481673173,9,alpleo
647.0,171475646.9902002,11.695932705578555,1.259896331293226,203745.70421122,9,alpleo
674.0,171475647.190199,11.695144116678513,1.2503706628238513,203741.71363750848,9,alpleo
699.0,171475647.3901977,11.694355495592617,1.240460028592279,203737.7230987755,9,alpleo
691.0,171475647.5901964,11.693566848843405,1.2429989561295351,203733.73258201775,9,alpleo
681.0,171475647.7901951,11.692778164516618,1.2480017899515228,203729.7421068211,9,alpleo
701.0,171475647.99019387,11.691989455830194,1.2392735880366,203725.75165712633,9,alpleo
709.0,171475648.1901926,11.691200713128678,1.2383708103003923,203721.7612376064,9,alpleo
689.0,171475648.39019132,11.690411936932783,1.2424426955417296,203717.77085402847,9,alpleo
690.0,171475648.59019002,11.689623135929974,1.2437165769973166,203713.780491743,9,alpleo
681.0,171475648.79018873,11.688834297393766,1.2441973475898047,203709.79017097858,9,alpleo
717.0,171475648.99018747,11.688045433544625,1.2344382250081507,203705.7998766447,9,alpleo
690.0,171475649.1901862,11.687256536972678,1.2433485597335534,203701.80961122294,9,alpleo
655.0,171475649.39018494,11.6864676058305,1.2539331372331126,203697.81938312095,9,alpleo
660.0,171475649.59018365,11.685678650455415,1.2521557293791032,203693.8291757301,9,alpleo
668.0,171475649.7901824,11.684889657737747,1.2488593590015835,203689.8390090293,9,alpleo
640.0,171475649.9901811,11.684100638351927,1.258011743033367,203685.8488691903,9,alpleo
631.0,171475650.19017982,11.683311588133433,1.2613641635503494,203681.85875925317,9,alpleo
686.0,171475650.39017856,11.682522501850455,1.2430346053317078,203677.8686851362,9,alpleo
694.0,171475650.5901773,11.681733392042439,1.248700722345604,203673.87863335584,9,alpleo
667.0,171475650.790176,11.68094424534841,1.251915679991751,203669.8886212459,9,alpleo
684.0,171475650.99017477,11.680155070078538,1.2519847608770427,203665.89863517194,9,alpleo
719.0,171475651.19017345,11.679365866239168,1.2314801320804896,203661.90868110472,9,alpleo
710.0,171475651.39017218,11.678576625114927,1.2388178418756939,203657.91876197926,9,alpleo
679.0,171475651.5901709,11.67778736055635,1.2487979023038753,203653.92886522715,9,alpleo
654.0,171475651.79016966,11.676998059883827,1.2570426532427996,203649.93900736916,9,alpleo
679.0,171475651.99016836,11.676208729012304,1.2469826286808905,203645.94917714846,9,alpleo
668.0,171475652.19016707,11.675419371158812,1.2471805731454904,203641.95937740046,9,alpleo
682.0,171475652.39016584,11.674629975356362,1.2422556405298295,203637.96961358233,9,alpleo
668.0,171475652.59016454,11.67384055591418,1.2555879678163757,203633.97987220992,9,alpleo
700.0,171475652.79016328,11.673051101163104,1.2435041661163573,203629.99016832202,9,alpleo
672.0,171475652.990162,11.672261614579227,1.252665631213753,203626.00049295108,9,alpleo
674.0,171475653.19016072,11.67147210280387,1.2450394577319257,203622.01084897912,9,alpleo
669.0,171475653.39015943,11.67068255210729,1.248620778534946,203618.0212388682,9,alpleo
696.0,171475653.59015816,11.669892977748702,1.240773614762366,203614.03165373422,9,alpleo
681.0,171475653.7901569,11.669103368812262,1.2486383072358136,203610.0421035324,9,alpleo
712.0,171475653.9901556,11.66831372697736,1.236895193561464,203606.05258483623,9,alpleo
658.0,171475654.1901543,11.667524060791711,1.250066980399634,203602.06309519394,9,alpleo
687.0,171475654.39015305,11.666734355521887,1.2437476949383202,203598.07363990272,9,alpleo
674.0,171475654.5901518,11.665944625914879,1.2502468058421938,203594.0842103543,9,alpleo
693.0,171475654.79015052,11.665154862886602,1.2464648200056523,203590.0948145662,9,alpleo
687.0,171475654.9901492,11.664365065700395,1.2485448493948395,203586.10545153127,9,alpleo
651.0,171475655.19014797,11.663575244814517,1.2546736697753569,203582.11611577668,9,alpleo
684.0,171475655.39014667,11.662785385332489,1.247781993122418,203578.12681661916,9,alpleo
688.0,171475655.5901454,11.66199550032648,1.2401231085834343,203574.13754292068,9,alpleo
662.0,171475655.79014412,11.6612055831004,1.2564957918026418,203570.14830126625,9,alpleo
632.0,171475655.99014288,11.660415630679395,1.2650960173550907,203566.15909397363,9,alpleo
634.0,171475656.19014156,11.659625655164918,1.2658348803422834,203562.1699134918,9,alpleo
646.0,171475656.39014035,11.658835641039266,1.2517678063447222,203558.18076777871,9,alpleo
638.0,171475656.590139,11.658045600604606,1.2594713922909724,203554.19165080664,9,alpleo
671.0,171475656.7901378,11.657255529009753,1.2581145433812382,203550.20256267823,9,alpleo
689.0,171475656.99013647,11.656465421615767,1.242500753416507,203546.21351194225,9,alpleo
603.0,171475657.1901352,11.655675291056482,1.2738649734682355,203542.22448565543,9,alpleo
646.0,171475657.39013395,11.654885122828487,1.2607893175791678,203538.2354956091,9,alpleo
688.0,171475657.59013265,11.654094926677736,1.2435930026232738,203534.24653493828,9,alpleo
635.0,171475657.79013136,11.653304700937928,1.2640117644931386,203530.25760172124,9,alpleo
673.0,171475657.99013013,11.652514438419303,1.2489366866113067,203526.2687062676,9,alpleo
660.0,171475658.19012883,11.651724152809706,1.2558497028102147,203522.27983517214,9,alpleo
704.0,171475658.39012757,11.650933830404101,1.2374780360291397,203518.2910000719,9,alpleo
676.0,171475658.59012628,11.650143478391179,1.2451663512584772,203514.30219565117,9,alpleo
669.0,171475658.790125,11.649353098312396,1.2541888134337726,203510.31341679164,9,alpleo
635.0,171475658.99012372,11.648562680835333,1.268727636564481,203506.32467695072,9,alpleo
652.0,171475659.19012246,11.647772239686969,1.2523686521739235,203502.33595960625,9,alpleo
681.0,171475659.3901212,11.646981763341019,1.2452282381049185,203498.34728086452,9,alpleo
617.0,171475659.59011993,11.64619125550738,1.2667416536506488,203494.35863247665,9,alpleo
678.0,171475659.7901187,11.645400720794784,1.2521476001552896,203490.37000746973,9,alpleo
707.0,171475659.9901174,11.644610148605718,1.2378650676096232,203486.38142397586,9,alpleo
684.0,171475660.1901161,11.643819552111927,1.2466383179567406,203482.39286238342,9,alpleo
706.0,171475660.3901148,11.643028921453446,1.2423406193624869,203478.40433837715,9,alpleo
700.0,171475660.59011358,11.642238257963836,1.233540949749578,203474.41584634653,9,alpleo
688.0,171475660.7901123,11.641447568705344,1.2431652135544182,203470.42737665816,9,alpleo
642.0,171475660.990111,11.640656841640055,1.2652098522530977,203466.43894817305,9,alpleo
688.0,171475661.19010973,11.639866089612244,1.2427029437244224,203462.45054240696,9,alpleo
681.0,171475661.39010847,11.63907530447004,1.2487245713035693,203458.4621725278,9,alpleo
696.0,171475661.59010714,11.638284485545155,1.2423020112371104,203454.4738374609,9,alpleo
727.0,171475661.7901059,11.637493641465266,1.2311798533441585,203450.48552272478,9,alpleo
701.0,171475661.99010462,11.636702759715568,1.2424147449210314,203446.49724970598,9,alpleo
640.0,171475662.19010335,11.635911851831588,1.2545288965557804,203442.50899916736,9,alpleo
645.0,171475662.39010203,11.635120912429029,1.2542843826636882,203438.5207847979,9,alpleo
645.0,171475662.5901008,11.634329937754503,1.2561095658417534,203434.53260460132,9,alpleo
678.0,171475662.79009953,11.633538938941,1.249579204710528,203430.54444628351,9,alpleo
657.0,171475662.99009824,11.632747902541846,1.2560106507435054,203426.5563283968,9,alpleo
683.0,171475663.19009697,11.631956838811966,1.2481259629253199,203422.56823416453,9,alpleo
667.0,171475663.39009568,11.631165744782745,1.2564175458114462,203418.58017371263,9,alpleo
640.0,171475663.5900944,11.6303746149209,1.262073424055324,203414.59215071387,9,alpleo
653.0,171475663.79009312,11.629583461051377,1.2564511197589994,203410.6041482124,9,alpleo
653.0,171475663.9900919,11.628792270028363,1.2538827195770625,203406.61618507598,9,alpleo
688.0,171475664.19009057,11.628001050283054,1.2410186868463993,203402.6282473227,9,alpleo
661.0,171475664.39008933,11.627209801849109,1.251627172568177,203398.64034216304,9,alpleo
677.0,171475664.590088,11.626418516398548,1.245889556465315,203394.65247383024,9,alpleo
660.0,171475664.79008675,11.625627207403552,1.2544578649035072,203390.66462781958,9,alpleo
672.0,171475664.99008548,11.62483586167459,1.2487872442601302,203386.6768186663,9,alpleo
639.0,171475665.19008422,11.62404448600761,1.260188912756317,203382.68903857685,9,alpleo
690.0,171475665.39008293,11.623253083037925,1.2394533024667989,203378.7012884615,9,alpleo
700.0,171475665.5900817,11.622461642120657,1.2425582706272735,203374.71357490125,9,alpleo
679.0,171475665.7900804,11.621670177909978,1.2521386820114944,203370.7258859518,9,alpleo
696.0,171475665.9900791,11.62087867771651,1.2389723416414562,203366.73823220455,9,alpleo
652.0,171475666.19007787,11.620087145988077,1.2542897768535448,203362.7506086657,9,alpleo
658.0,171475666.39007658,11.619295588266086,1.2521646054817863,203358.7630134776,9,alpleo
689.0,171475666.59007528,11.61850399201793,1.2451473455804887,203354.77545486565,9,alpleo
686.0,171475666.79007405,11.617712372436332,1.2438363983067668,203350.78792322014,9,alpleo
693.0,171475666.99007276,11.616920717604133,1.2430362696674784,203346.80042425718,9,alpleo
698.0,171475667.1900715,11.616129029923442,1.2421134103619698,203342.81295731198,9,alpleo
707.0,171475667.3900702,11.61533731739898,1.2431056862253522,203338.82551782162,9,alpleo
638.0,171475667.59006894,11.61454556601003,1.261732333016123,203334.83811460578,9,alpleo
639.0,171475667.79006767,11.61375379061126,1.2630962633489127,203330.85073904204,9,alpleo
684.0,171475667.99006635,11.61296198096683,1.242538245859719,203326.8633942451,9,alpleo
668.0,171475668.1900651,11.612170137608949,1.2469473808486762,203322.87608477168,9,alpleo
657.0,171475668.39006385,11.611378269857866,1.2540760631272032,203318.88879986657,9,alpleo
